name,A1,ABC,Ace,ACID,Adam,AT&T,A. J.,Affair,Apello,Avalon,Abilene,Addison,Almeria,Acapulco,Affinity,Applecar,Aviation,Addington,After sex,Afterglow,Afternoon,Alexander,Algonquin,Allegheny,B-52,B-53,Bijou,Boxcar,Big Red,Bellini,Bramble,Balmoral,Bluebird,Brooklyn,Bora Bora,Boomerang,Barracuda,Brigadier,Broadside,Buccaneer,Brain Fart,Blackthorn,Bob Marley,Bible Belt,Bubble Gum,Bumble Bee,Baby Eskimo,Boston Sour,Bahama Mama,Casino,Cafe Savoy,Cream Soda,Cuba Libra,Cherry Rum,Cuba Libre,Corn n Oil,Citrus Coke,Casa Blanca,Clover Club,Caipirissima,Campari Beer,Chicago Fizz,Cosmopolitan,Coffee-Vodka,Casino Royale,Chocolate Milk,Clove Cocktail,Coffee Liqueur,Coke and Drops,Chocolate Drink,Cranberry Punch,Derby,Diesel,Daiquiri,Danbooka,Dragonfly,Dry Martini,Dry Rob Roy,Dirty Martini,Darkwood Sling,Dark and Stormy,Duchamp's Punch,Damned if you do,Dubonnet Cocktail,Drinking Chocolate,Egg Cream,Egg Nog #4,Espresso Martini,Espresso Rumtini,Egg Nog - Healthy,English Rose Cocktail,Egg-Nog - Classic Cooked,Empellon Cocina's Fat-Washed Mezcal,Frose,Frappe,Foxy Lady,French 75,Figgy Thyme,Frisco Sour,Fruit Shake,Fruit Cooler,Freddy Kruger,Funk and Soul,Fuzzy Asshole,French Martini,French Negroni,Fahrenheit 5000,Flying Dutchman,Frozen Daiquiri,Fruit Flip-Flop,Flying Scotchman,French Connection,Flaming Dr. Pepper,Flaming Lamborghini,Flander's Flake-Out,Frozen Mint Daiquiri,Frozen Pineapple Daiquiri,GG,Gimlet,Godchild,Gin Fizz,Gin Sour,Gagliardo,Godmother,Godfather,Gluehwein,Gin Tonic,Gin Toddy,Gin Smash,Gin Daisy,Gin Lemon,Gin Sling,Greyhound,Gin Rickey,Gin Squirt,Grand Blue,Gin Cooler,Gin Swizzle,Grass Skirt,Grasshopper,Grim Reaper,Gin and Soda,H.D.,Honey Bee,Hot Toddy,Herbal flame,Happy Skipper,Hunter's Moon,Halloween Punch,Havana Cocktail,Homemade Kahlua,Hot Creamy Bush,Harvey Wallbanger,Hawaiian Cocktail,Hemingway Special,Highland Fling Cocktail,Hot Chocolate to Die for,Ipamena,Ice Pick,Iced Coffee,Irish Cream,Irish Coffee,Irish Spring,Imperial Fizz,Irish Russian,Imperial Cocktail,Iced Coffee Fillip,Irish Curdling Cow,Jam Donut,Jitterbug,Jackhammer,Jelly Bean,Jello shots,Jamaica Kiss,John Collins,Japanese Fizz,Jamaican Coffee,Just a Moonmint,Jewel Of The Nile,Jack Rose Cocktail,Jack's Vanilla Coke,Kir,Karsk,Kamikaze,Kir Royale,Kiwi Lemon,Kurant Tea,Kiwi Martini,Kiss me Quick,Kool-Aid Shot,Kool First Aid,Kentucky B And B,Kentucky Colonel,Kool-Aid Slammer,Kiwi Papaya Smoothie,Kill the cold Smoothie,Limeade,Lunch Box,Lemon Drop,Lemon Shot,Long vodka,Lassi Khara,Lassi Raita,Lemouroudji,Loch Lomond,London Town,Lassi - Mango,Lassi - Sweet,Limona Corona,Lord And Lady,Lady Love Fizz,Lone Tree Cocktail,Lazy Coconut Paloma,Lemon Elderflower Spritzer,Lassi - A South Indian Drink,Mojito,Mai Tai,Martini,Michelada,Manhattan,Mint Julep,Mudslinger,Martinez 2,Miami Vice,Moscow Mule,Masala Chai,Munich Mule,Mocha-Berry,Mango Mojito,Mojito Extra,Monkey Gland,Midnight Mint,Mary Pickford,Monkey Wrench,Mother's Milk,Negroni,Nutty Irishman,National Aquarium,New York Lemonade,Nuked Hot Chocolate,Orgasm,Old Pal,Orangeade,Orange Crush,Orange Oasis,Old Fashioned,Oreo Mudslide,Oatmeal Cookie,Orange Push-up,Orange Rosemary Collins,Owen's Grandmother's Revenge,Paradise,Pink Gin,Pegu Club,Pink Lady,Pink Moon,Penicillin,Pisco Sour,Pina Colada,Pink Penocha,Pure Passion,Popped cherry,Poppy Cocktail,Port Wine Flip,Planter's Punch,Pornstar Martini,Planter???Punch,Port And Starboard,Pysch Vitamin Light,Pink Panty Pulldowns,Passion Fruit Martini,Pineapple Gingerale Smoothie,Quentin,Queen Bee,Quick F**K,Quick-sand,Queen Charlotte,Queen Elizabeth,Quarter Deck Cocktail,Rose,Radler,Rum Sour,Rum Punch,Rum Toddy,Royal Fizz,Rum Cooler,Rum Runner,Rusty Nail,Red Snapper,Royal Bitch,Royal Flush,Rum Cobbler,Ruby Tuesday,Rail Splitter,Rosemary Blue,Ramos Gin Fizz,Royal Gin Fizz,Rum Milk Punch,Raspberry Julep,Rum Screwdriver,Raspberry Cooler,Rum Old-fashioned,Russian Spring Punch,Smut,Spritz,Sangria,Sazerac,Sidecar,Spice 75,Shot-gun,Salty Dog,Stone Sour,Sea breeze,Scotch Sour,Sweet Tooth,Screwdriver,Sherry Flip,Shark Attack,San Francisco,Space Odyssey,Sherry Eggnog,Sweet Bananas,Sweet Sangria,Thriller,The Galah,Tia-Maria,Tipperary,Turkeyball,Texas Sling,Thai Coffee,Tom Collins,Tomato Tang,Talos Coffee,Tennesee Mud,Thai Iced Tea,The Last Word,Turf Cocktail,The Laverstoke,The Philosopher,Tuxedo Cocktail,The Jimmy Conway,Texas Rattlesnake,Vesper,Vesuvio,Veteran,Van Vleet,Vodka Fizz,Vodka Lemon,Vodka Slime,Vodka Tonic,Vodka Martini,Vodka Russian,Vermouth Cassis,Victory Collins,Vodka And Tonic,Valencia Cocktail,Whisky Mac,White Lady,Wine Punch,Wine Cooler,Whiskey Sour,White Russian,White Wine Sangria,Waikiki Beachcomber,Yellow Bird,Yoghurt Cooler,Zorro,Zinger,Zombie,Zambeer,Zorbatini,Zenmeister,Zipperhead,Zima Blaster,Zizi Coin-coin,Zimadori Zinger,Zippy's Revenge,Ziemes Martini Apfelsaft,155 Belmont,1-900-FUK-MEUP,151 Florida Bushwacker,252,24k nightmare,3 Wise Men,410 Gone,50/50,57 Chevy with a White License Plate,69 Special,747,747 Drink,9 1/2 Weeks
A1,0.0,0.12237435,0.03791018,0.12262043,0.026563024,0.14360504,0.075946264,0.13419932,0.14478414,0.14028215,0.13975374,0.037644695,0.028214267,0.08548537,0.12118321,0.07598789,0.01821865,0.031928718,0.12686738,0.13480406,0.16565025,0.020758742,0.025612222,0.024612144,0.14463319,0.13365752,0.11844213,0.034279928,0.12225205,0.14393996,0.15999313,0.12118677,0.117024705,0.121342644,0.16017866,0.11630449,0.04077172,0.14741114,0.12462732,0.14378813,0.23681572,0.120856605,0.12225205,0.13453944,0.122794606,0.13356954,0.1543884,0.09717708,0.12318981,0.011822563,0.1488223,0.133918,0.12636791,0.029184068,0.13411173,0.14871942,0.14572963,0.028235964,0.015151253,0.12244124,0.13274546,0.09113154,0.03291886,0.09340715,0.03420024,0.13753419,0.120812654,0.12945297,0.11769434,0.15527892,0.23899314,0.14573961,0.12999542,0.030164422,0.13673685,0.13564178,0.11666167,0.12171835,0.03184711,0.11658543,0.124393046,0.12102486,0.122878775,0.11924029,0.13284445,0.13700949,0.3269751,0.032912344,0.10651968,0.1243013,0.0018669507,0.21877024,0.13066007,0.6945448,0.52358365,0.081712484,0.0914205,0.070754476,0.03881429,0.2348037,0.13300395,0.122848816,0.12187717,0.1484131,0.03312286,0.09223326,0.1228204,0.1313134,0.12979895,0.23817104,0.027431156,0.13493337,0.123425856,0.11641104,0.13410108,0.17573068,0.13008703,0.13404198,0.03734963,0.04223415,0.035323683,0.03394976,0.019178152,0.12246396,0.13576448,0.13311283,0.12079349,0.13128988,0.16225076,0.034592733,0.035131197,0.13128519,0.13812211,0.11902234,0.13531367,0.12229241,0.13367704,0.15277869,0.03489445,0.07790403,0.12173836,0.1348983,0.12568684,0.04094791,0.12532713,0.14707376,0.13391845,0.042891342,0.12643835,0.03186193,0.12888351,0.12595922,0.14679895,0.011812383,0.042122185,0.12117485,0.152298,0.13001125,0.14078037,0.33226037,0.12643833,0.12604421,0.12239513,0.09271876,0.12578057,0.027585598,0.13546216,0.12603964,0.1338705,0.12354009,0.12343171,0.12492424,0.12433796,0.13002269,0.13826594,0.09258354,0.142338,0.23044096,0.117077015,0.0068742987,0.13557439,0.12589717,0.13429081,0.03327061,0.12654948,0.14533986,0.1236642,0.07611694,0.12649986,0.13546525,0.12185464,0.12619771,0.017144555,0.1228204,0.17888886,0.13481694,0.14624426,0.13123478,0.032801304,0.12281831,0.09211833,0.249225,0.2945823,0.18671581,0.12141055,0.11702661,0.27628842,0.22519274,0.13162273,0.13514361,0.08206507,0.116798595,0.1341626,0.14037743,0.33697444,0.13256966,0.03940803,0.11666167,0.12701929,0.121677145,0.27667144,0.19568323,0.116897814,0.111082114,0.14435607,0.13664621,0.11965967,0.1371359,0.30386958,0.12283389,0.009936838,0.080222584,0.028799132,0.13535015,0.03913147,0.13117751,0.13509591,0.039182696,0.12109196,0.16606702,0.030192928,0.14209747,0.14700246,0.122826405,0.089926675,0.12221738,0.16842245,0.12598746,0.1832383,0.122573085,0.2838762,0.1735121,0.03845069,0.018366748,0.016073614,0.03919784,0.20089385,0.011259402,0.125177,0.33288166,0.15081903,0.12624739,0.01859097,0.03826847,0.038759083,0.031140395,0.042849768,0.17131074,0.09090578,0.0431152,0.12149779,0.17888886,0.025814272,0.014537594,0.13360561,0.13490966,0.1392852,0.1168317,0.12065463,0.012819448,0.13499133,0.037857946,0.13252108,0.13547365,0.03617377,0.13843705,0.10019911,0.13573642,0.0903153,0.13360561,0.13542497,0.13534679,0.13442178,0.13450202,0.12638828,0.03825169,0.08946194,0.041567657,0.1618138,0.13993132,0.14045078,0.14840825,0.12480037,0.12385533,0.13178703,0.12693265,0.13578531,0.0112788575,0.041641876,0.12661485,0.13574256,0.03773828,0.13609895,0.03839745,0.1348767,0.12664855,0.04219475,0.13198349,0.12687449,0.1252362,0.09049573,0.23044096,0.13164839,0.025612222,0.121502616,0.12513955,0.14205852,0.039837804,0.13022915,0.15778589,0.09031945,0.20200408,0.13733861,0.12799431,0.33096227,0.07609439,0.118336186,0.16437222,0.037800957,0.11688986,0.122225516,0.08734549,0.01068832,0.038691007,0.13540606,0.039647315,0.13118076,0.1264698,0.12480763,0.12631948,0.032262344,0.1235155,0.14008294,0.038950257,0.14000833,0.0072598597,0.123390324,0.020200975,0.123816006,0.123904556,0.03925768,0.12246899,0.14742453,0.027241988,0.031765696,0.23817104,0.13654584,0.13542648,0.14763072,0.14853093,0.11188779,0.1338629,0.120819144,0.13753335,0.14754282,0.1481644,0.038561907,0.12343674,0.12642846,0.039303787,0.13013695,0.1227518,0.03923352,0.12229467,0.12352111,0.12343184,0.13994813,0.11989161,0.13358311,0.1266343,0.11162134
ABC,0.12237435,0.0,0.12566733,0.004880359,0.11405278,0.11025143,0.11604054,0.09155991,0.13423061,0.096158504,0.09741796,0.11997215,0.11317963,0.129988,0.08620538,0.115974694,0.117579326,0.11098699,0.029156681,0.10781809,0.17428572,0.1162433,0.11351697,0.114332154,0.13364102,0.09406721,0.087579,0.113555126,0.0046774005,0.112413354,0.17414626,0.0852545,0.09005779,0.089162596,0.17885801,0.09515273,0.10879049,0.14067693,0.017799566,0.109651715,0.25910556,0.07822427,0.0046774005,0.09220944,0.009046578,0.094282076,0.15330108,0.13570084,0.013217092,0.1195312,0.14265789,0.09034425,0.02613312,0.11286494,0.10147943,0.15827325,0.10587395,0.11324355,0.11865835,0.008214894,0.114572994,0.09162114,0.11045637,0.101117775,0.116325304,0.102047496,0.079023555,0.07351189,0.07675797,0.16069621,0.25774878,0.1535989,0.12033973,0.11239474,0.100933954,0.103622116,0.09190961,0.09083089,0.1110772,0.07436389,0.01752983,0.15582895,0.0029635897,0.08364203,0.11697758,0.12995659,0.35252932,0.11038217,0.031022009,0.015619158,0.12338974,0.23753649,0.1321696,0.71626735,0.5475219,0.1191452,0.10583063,0.11903287,0.11060257,0.25409305,0.11532962,0.008817021,0.015671585,0.14172196,0.1103538,0.10170455,0.008807163,0.10830191,0.10950406,0.257506,0.11308183,0.11239196,0.007585693,0.073599696,0.09523402,0.19657402,0.11003836,0.09573958,0.12150446,0.10836808,0.099489905,0.11642699,0.116283484,0.01228729,0.102432325,0.116324954,0.015542239,0.10829167,0.1747258,0.11015766,0.10003115,0.10828976,0.09960379,0.016222065,0.1018278,0.010965984,0.109920256,0.17768796,0.10722704,0.117048696,0.010438442,0.105200484,0.014768089,0.11024912,0.015833713,0.14003964,0.09034608,0.109503075,0.019444218,0.11144977,0.11426854,0.018670235,0.15506642,0.119512744,0.1335044,0.08572579,0.14930353,0.13157365,0.096901014,0.3587064,0.120687224,0.022776866,0.020053564,0.09257987,0.020260094,0.1135521,0.09974485,0.021859877,0.09547035,0.051002853,0.0052101845,0.029154936,0.043098398,0.10977054,0.1071363,0.09252177,0.10231933,0.24962103,0.0901384,0.12162335,0.11291436,0.020632172,0.09159386,0.11023484,0.02092187,0.13123016,0.0059920563,0.14035894,0.02478838,0.096630715,0.0034212286,0.020449886,0.11570232,0.008807163,0.18864189,0.09394586,0.13456893,0.088923134,0.11035208,0.00876912,0.09090971,0.2687777,0.31906018,0.20059401,0.08824997,0.090060525,0.29842108,0.24396911,0.11881821,0.0990643,0.110798314,0.0911844,0.09136596,0.095305994,0.36221102,0.101650715,0.106790185,0.09190961,0.037806034,0.091707066,0.30067238,0.21443379,0.09234662,0.110294364,0.1111222,0.10742306,0.015976349,0.10243847,0.3295979,0.11530776,0.12011941,0.11838045,0.11313415,0.10000945,0.111796856,0.10976878,0.10231893,0.103983805,0.07864479,0.17517678,0.11186225,0.111616336,0.13795894,0.007567098,0.09508212,0.035327394,0.18834461,0.019948928,0.19539794,0.04368258,0.30938342,0.20569322,0.116478935,0.11752364,0.11836507,0.1145726,0.22963293,0.12467755,0.109091334,0.35898012,0.16259685,0.023588147,0.117373005,0.1076288,0.106381536,0.11145113,0.09401604,0.18432605,0.104288325,0.1149198,0.08179718,0.18864189,0.11421234,0.118183695,0.09447397,0.09417612,0.10797913,0.090803385,0.08210593,0.11970653,0.086604945,0.1100626,0.10423037,0.10092023,0.106936984,0.106101066,0.028181603,0.1023862,0.10693587,0.09447397,0.09247685,0.100872256,0.10644743,0.092498206,0.060514137,0.10607694,0.09623507,0.115194574,0.17600296,0.09833197,0.098121785,0.15789218,0.041298788,0.005720665,0.11993987,0.042152807,0.10513694,0.124649666,0.121879406,0.111142814,0.10380727,0.11624505,0.09803044,0.1090988,0.10063307,0.02698822,0.107289955,0.07459571,0.02908764,0.022546329,0.097004965,0.24962103,0.082035854,0.11351697,0.0065415516,0.052172873,0.11153108,0.10336481,0.111383595,0.1640843,0.10443052,0.2184276,0.101655945,0.047222953,0.35580254,0.11592876,0.08750518,0.17909336,0.1140942,0.09234827,0.017526416,0.09844584,0.1198352,0.099888995,0.100816384,0.10965427,0.10954233,0.026268998,0.015967248,0.023354754,0.11085894,0.00918321,0.09566894,0.10235162,0.09476634,0.12109931,0.008003373,0.116787754,0.028117945,0.0070638177,0.10289552,0.011570729,0.16193645,0.11377371,0.11149709,0.257506,0.09997323,0.097681254,0.15652554,0.14313868,0.04137362,0.09457616,0.0056747706,0.10658096,0.14100708,0.14270675,0.1019378,0.007914449,0.11288691,0.097878344,0.11155319,0.0026504807,0.107116655,0.0074188616,0.00822568,0.007885432,0.09401833,0.027158901,0.09435938,0.026973093,0.04054221
Ace,0.03791018,0.12566733,0.0,0.124550045,0.054416113,0.12281693,0.059293926,0.11733197,0.12603486,0.1323954,0.13079223,0.023115555,0.055720367,0.0638342,0.115048744,0.05940732,0.050894044,0.058894366,0.13381663,0.11018967,0.14327842,0.050085798,0.053998932,0.052956067,0.12566136,0.11402843,0.11284152,0.038596086,0.12415196,0.12221507,0.14377373,0.11547959,0.110838346,0.11365787,0.14051889,0.10700674,0.04897862,0.1283014,0.13011438,0.123814695,0.22297484,0.11816498,0.12415196,0.11732884,0.12792444,0.11350563,0.1350716,0.07570338,0.12715472,0.04571435,0.12983412,0.11753972,0.13297611,0.056389753,0.108614884,0.13217238,0.1285282,0.055819996,0.048140373,0.12379525,0.10676882,0.07798104,0.059776694,0.07127729,0.031981666,0.114503086,0.11781717,0.10703572,0.10217603,0.13033324,0.22632219,0.12883249,0.10364221,0.05747764,0.114205815,0.12203633,0.10962476,0.11286489,0.058686007,0.10217075,0.1297634,0.10342063,0.12683398,0.114998914,0.10674585,0.11041044,0.32197884,0.05972529,0.1134172,0.12218242,0.038371224,0.20587792,0.104718134,0.70630044,0.5277631,0.062155314,0.07512611,0.04424043,0.043150816,0.22226006,0.107219815,0.12792195,0.12075627,0.12944157,0.06000398,0.0749041,0.12790057,0.11320533,0.103767365,0.2257959,0.05531021,0.111236624,0.12490896,0.10226317,0.114026114,0.15740243,0.10405142,0.11382929,0.018084267,0.04940456,0.039589662,0.031714458,0.04733045,0.1278493,0.1224201,0.10707845,0.12536123,0.11319926,0.1466215,0.033311557,0.038129557,0.11319147,0.12584248,0.12209117,0.1230529,0.1272479,0.113696784,0.13855745,0.040103797,0.0602451,0.12643223,0.11936069,0.12388751,0.0473039,0.12318782,0.12800954,0.11753978,0.048433915,0.122898705,0.058859,0.10263493,0.12253101,0.1294162,0.045683004,0.027477916,0.115264125,0.13301484,0.103936404,0.12997425,0.32738385,0.09966913,0.12095936,0.11950992,0.0776217,0.13167328,0.05663949,0.11361455,0.13217485,0.11328534,0.109859385,0.12723403,0.11785544,0.11114632,0.103993975,0.12082324,0.07793278,0.12799716,0.21769913,0.11081095,0.03596612,0.11368306,0.122152746,0.11747546,0.060173918,0.122543335,0.12728742,0.12640941,0.055469308,0.13293646,0.12552457,0.12435355,0.12241104,0.04621684,0.12790057,0.15813196,0.11674055,0.12811041,0.10640337,0.05956134,0.1278859,0.078324184,0.23743299,0.28618678,0.1669744,0.11418841,0.11083764,0.26617423,0.21258736,0.10538123,0.12352017,0.07531923,0.110143036,0.11733771,0.13308942,0.33221325,0.10694706,0.046486467,0.10962476,0.116264306,0.11226354,0.2675697,0.18263689,0.10948726,0.08286461,0.123689204,0.11175486,0.12281119,0.11389636,0.2973473,0.09617041,0.044225194,0.061328236,0.056296293,0.123038135,0.0358457,0.112022385,0.112799704,0.048365973,0.118125945,0.14663337,0.05691339,0.12111375,0.12857011,0.12764682,0.076567315,0.114149086,0.14871725,0.122368686,0.16272852,0.11192975,0.27348927,0.16438179,0.034196544,0.05098041,0.04898568,0.04006335,0.18979946,0.031949986,0.0989799,0.32862926,0.1333805,0.13253376,0.051137745,0.048790276,0.047106456,0.058094405,0.051424183,0.1498034,0.06916985,0.013524629,0.11697267,0.15813196,0.053426746,0.04455553,0.113496594,0.116570644,0.120612346,0.11036846,0.1163483,0.04520213,0.11046269,0.04591908,0.10684582,0.1224943,0.046013273,0.12102092,0.10490583,0.12243191,0.06603641,0.113496594,0.11505628,0.12234752,0.11755862,0.116887584,0.10875915,0.024189547,0.075646766,0.024562867,0.14580698,0.1303711,0.13154799,0.1318806,0.113845296,0.12652184,0.105543695,0.11478061,0.12054217,0.03189742,0.010014121,0.10051496,0.12179167,0.035275593,0.11065783,0.046076074,0.11327562,0.1333578,0.05032543,0.10955092,0.13381286,0.13143827,0.07554777,0.21769913,0.1078247,0.053998932,0.12459577,0.108765535,0.12115235,0.050002046,0.10415862,0.1342649,0.07478837,0.1861667,0.11447719,0.113876715,0.3259476,0.059543554,0.11283343,0.14841747,0.040265534,0.10948282,0.1200045,0.06688306,0.044784047,0.050619055,0.122517765,0.033075098,0.10522077,0.13309908,0.12968658,0.13256504,0.05915473,0.12841786,0.13268615,0.05053454,0.13307808,0.03680986,0.12512015,0.052228387,0.11695623,0.12585531,0.04537474,0.12764542,0.12105027,0.05660781,0.058757085,0.2257959,0.11430318,0.11520494,0.12816249,0.12935486,0.12035861,0.11404998,0.124158524,0.11292705,0.12838086,0.12901646,0.047836617,0.1281596,0.10019542,0.05201164,0.10404124,0.12661673,0.046417326,0.12662706,0.12821549,0.12806474,0.13345006,0.11525269,0.11350452,0.13333088,0.11993876
ACID,0.12262043,0.004880359,0.124550045,0.0,0.11425487,0.107807115,0.11577549,0.08994723,0.13347661,0.09391735,0.095152095,0.118674554,0.113428466,0.12949562,0.08356732,0.11571577,0.11811602,0.11177279,0.032583892,0.10591031,0.1740556,0.116543256,0.11381986,0.11457797,0.13285114,0.092425294,0.08499792,0.11262228,0.0019219765,0.10995123,0.1738121,0.08261059,0.087563165,0.08653659,0.17929144,0.09270896,0.10787647,0.1401775,0.020395126,0.107192375,0.25946864,0.07611521,0.0019219765,0.09059127,0.013381904,0.0925468,0.15321359,0.13528928,0.014724169,0.12015581,0.14232256,0.08874131,0.02956027,0.11315669,0.09827019,0.15722579,0.10342082,0.11350296,0.11921231,0.0043444275,0.11142575,0.089700334,0.11130609,0.09984222,0.115180425,0.09992811,0.07680265,0.07024143,0.074208684,0.16021505,0.25826424,0.15253827,0.11719495,0.11281814,0.09889739,0.1013307,0.0894432,0.08820871,0.111812554,0.071878016,0.020222222,0.15600401,0.007351619,0.08108255,0.11531423,0.1288291,0.35340917,0.11122016,0.033448488,0.0117297005,0.12362146,0.23802808,0.1315239,0.71865207,0.5493184,0.11884874,0.1051098,0.1179081,0.10969982,0.25451884,0.11366663,0.013162219,0.011455135,0.14135066,0.11122568,0.10051,0.013149972,0.105891235,0.10634845,0.2579403,0.11338637,0.109943576,0.00413765,0.07113196,0.093560226,0.19630364,0.10688072,0.09409912,0.120327376,0.107408345,0.09864874,0.11528352,0.11643932,0.014570948,0.100030676,0.11317771,0.016850704,0.105880305,0.17434403,0.10886811,0.09919269,0.10587773,0.09717505,0.015560814,0.099550806,0.013042243,0.107466236,0.1779265,0.1060101,0.11674556,0.012087855,0.10289491,0.011437705,0.10931325,0.01189725,0.13951431,0.088743135,0.10852453,0.015671805,0.11211438,0.111165576,0.014328367,0.15397558,0.12013686,0.13299048,0.08307687,0.14907204,0.13090219,0.09450754,0.35982022,0.117912896,0.01841176,0.015971528,0.09069458,0.02343201,0.11421896,0.09777355,0.025052505,0.09366418,0.047385886,0.007612351,0.024911588,0.03955908,0.106616504,0.10473949,0.090631366,0.099844396,0.25004926,0.08764083,0.12153884,0.1105448,0.016843878,0.089984745,0.11113465,0.017229628,0.13050483,0.006748695,0.13999425,0.028186418,0.09419264,0.00206601,0.016186818,0.1159579,0.013149972,0.1885343,0.092319794,0.13389006,0.08565563,0.111175165,0.013120384,0.088961296,0.26924157,0.31994322,0.20082718,0.08562606,0.08756579,0.29915193,0.24439181,0.115670964,0.09664854,0.11040299,0.088705845,0.08975338,0.093096815,0.3633244,0.09834962,0.1059493,0.0894432,0.03402913,0.08908664,0.3012808,0.21492538,0.089873046,0.1071345,0.108667836,0.10537911,0.015537613,0.10044255,0.3302761,0.1120824,0.12074296,0.11808055,0.11343718,0.09760084,0.11090736,0.10736894,0.100483835,0.103164196,0.07641224,0.17556277,0.11227799,0.109167986,0.13728772,0.011980852,0.093353786,0.031536687,0.187918,0.016415967,0.19540092,0.04015691,0.30994362,0.20637815,0.11507453,0.11805891,0.118904546,0.11315075,0.23017864,0.12427658,0.1061617,0.35976124,0.16186586,0.026958287,0.117906265,0.10675076,0.10557298,0.11212439,0.093354866,0.18438356,0.10386413,0.11379469,0.07919856,0.1885343,0.11436057,0.11849995,0.09274789,0.09255005,0.10556916,0.0883247,0.0794424,0.120199256,0.08333097,0.10923327,0.1010391,0.09851857,0.10612687,0.10368324,0.0283857,0.09998454,0.10634026,0.09274789,0.09055029,0.0984706,0.10413275,0.09087214,0.05691047,0.10499094,0.094678655,0.113886215,0.17568055,0.09605697,0.09586654,0.1568409,0.037697993,0.006355507,0.11679263,0.038488984,0.10273529,0.12424755,0.12071976,0.10796631,0.10150762,0.1152059,0.09489511,0.10826947,0.09881681,0.03041537,0.106373966,0.07115673,0.032514468,0.025871497,0.095221296,0.25004926,0.07865424,0.11381986,0.007075283,0.04866377,0.10908252,0.10256169,0.10828834,0.16366757,0.10359393,0.21878456,0.09957614,0.043605987,0.35668293,0.1156742,0.08492746,0.17887568,0.11270974,0.08987518,0.013203788,0.09797576,0.12045088,0.09929274,0.09841473,0.108270414,0.10640719,0.029696148,0.018037636,0.026693592,0.11165157,0.012969511,0.09344799,0.101581305,0.092573054,0.12103882,0.0045123845,0.117311954,0.02431843,0.0045390707,0.10177822,0.013791363,0.16114222,0.11447134,0.11215066,0.2579403,0.0979429,0.09607216,0.15546334,0.14274828,0.043968275,0.092921525,0.007744766,0.104526676,0.14053547,0.14218357,0.10120839,0.011648808,0.10989206,0.09739894,0.10842904,0.0070720348,0.10628585,0.009397722,0.012005069,0.011676312,0.09184125,0.023428481,0.09262934,0.030400243,0.043127578
