index,name,Glass,Shake,Stir,Float,Frost,Blend,Build,Inst_sum,Gin,Liqueur,Juice,Cordial,Brandy,Rum,Whisky,Vodka,Wine,Beer,Soft Drink,Flower,Garnish,Milk,Cream,Syrup,Rimming,Sum
183,Karsk,Highball glass,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00,0,3
184,Kamikaze,Cocktail glass,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.00,0,3
185,Kir Royale,Champagne Flute,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0.00,0,6
186,Kiwi Lemon,Highball glass,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,1
187,Kurant Tea,Champagne flute,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,1.352,0,0,0,0,0,0,0,0.00,0,1.452
188,Kiwi Martini,Cocktail glass,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0.17,0,1.667
189,Kiss me Quick,Highball glass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.352,0,0,2.37,0,0,0,0,0.00,0,3.722
190,Kool-Aid Shot,Old-fashioned glass,0,1,0,0,0,0,1,0,1.5,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0.00,0,3
191,Kool First Aid,Shot glass,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.00,0,2
192,Kentucky B And B,Brandy snifter,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.00,0,2
193,Kentucky Colonel,Cocktail glass,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.00,0,3
194,Kool-Aid Slammer,Shot glass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.00,0,0.5
195,Kiwi Papaya Smoothie,Highball Glass,0,0,0,0,1,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0.5
196,Kill the cold Smoothie,Highball glass,0,0,0,0,0,0,0,0,0,0.5,8,0,0,0,0,0,0,0,0,0,0,0,0.00,0,8.5
197,Limeade,Highball glass,0,1,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.00,0,10
198,Lunch Box,Pint glass,0,0,0,0,0,0,0,0,1.5,1,0,0,0,0,0,0,12,0,0,0,0,0,0.00,0,14.5
199,Lemon Drop,Cocktail glass,1,0,0,0,0,0,1,0,2.25,0.21,0,0,0,0,1.5,0,0,0,0,0,0,0,0.00,0,3.96
200,Lemon Shot,Shot glass,0,0,0,0,0,0,0,0,0.5,0.21,0,0,0,0,0.5,0,0,0,0,0,0,0,0.00,0,1.21
201,Long vodka,Highball glass,1,1,0,0,0,0,2,0,0.09,0.5,0,0,0,0,1.7,0,0,3.381,0,0,0,0,0.00,0,5.671
202,Lassi Khara,Highball Glass,0,0,0,0,1,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,8,0.00,1,25
203,Lassi Raita,Highball Glass,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.00,0,16
204,Lemouroudji,Highball Glass,0,0,0,0,0,0,0,0,0,16,128,0,0,0,0,0,0,0,0,0,0,0,0.00,1,145
205,Loch Lomond,Cocktail glass,0,1,0,0,0,0,1,0,0.5,0,0,0,0,2,0,0.5,0,0,0,0,0,0,0.00,0,3
206,London Town,Cocktail glass,0,1,0,0,0,0,1,1.5,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,2.02
207,Lassi - Mango,Highball glass,0,0,0,0,1,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,16,0.00,0,24
208,Lassi - Sweet,Highball glass,0,0,0,0,1,0,1,0,0,2,16,0,0,0,0,0,0,0,0,0,0,8,0.00,1,27
209,Limona Corona,Beer Glass,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0.00,0,17
210,Lord And Lady,Old-fashioned glass,0,1,0,0,0,0,1,0,0.5,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0.00,0,2
211,Lady Love Fizz,Cocktail glass,1,1,0,0,0,0,2,2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0.00,0,3.5
212,Lone Tree Cocktail,Cocktail glass,0,1,0,0,0,0,1,1.5,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0.00,0,2.25
213,Lazy Coconut Paloma,Highball glass,0,0,0,0,0,0,0,0,1.01,2.526,0.1,0,0,0,0,0,0,0,0,0,0,0,0.00,0,3.636
214,Lemon Elderflower Spritzer,Highball glass,0,1,0,0,0,0,1,0,0,0,3,0,0,0,1.5,0,0,0,0,0,0,0,0.00,0,4.5
215,Lassi - A South Indian Drink,Highball Glass,0,0,0,0,1,0,1,0,0,0,10,0,0,0,0,0,0,0,1,0,0,4,0.00,1,16
216,Mojito,Highball glass,0,0,0,0,0,0,0,0,0,1,0,0,2.5,0,0,0,0,0,1,0,0,0,0.00,0,4.5
217,Mai Tai,Collins glass,1,0,0,0,0,0,1,0,0.5,0,0,0,1,0,0,0,0,1.5,0,0,0,0,0.50,0,3.5
218,Martini,Cocktail glass,0,1,0,0,0,0,1,1.667,0,0,0,0,0,0,0,0.334,0,0,0,0,0,0,0.00,0,2.001
219,Michelada,Pint glass,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,4,4,0,0,0,0,0.00,0,8.5
220,Manhattan,Cocktail glass,0,1,0,0,0,0,1,0,1,0.1,0,0,0,2.5,0,0.75,0,0,0,0,0,0,0.00,0,4.35
221,Mint Julep,Collins glass,0,1,0,1,0,0,2,0,0,0,0.334,0,0,2.5,0,0,0,0,1,0,0,0,0.00,0,3.834
222,Mudslinger,Punch bowl,0,1,0,0,0,0,1,0,25.3,33.814,0,0,0,0,0,0,0,25.36,0,0,0,0,0.00,0,84.474
223,Martinez 2,Cocktail glass,0,1,0,0,0,0,1,1.5,0.2,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0.00,0,3.2
224,Miami Vice,Cocktail glass,0,0,0,1,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.00,0,5
225,Moscow Mule,Copper Mug,0,1,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,8,0,0,0,0,0.00,0,12
226,Masala Chai,Coffee Mug,0,0,0,0,0,0,0,0,0,1,16.5,0,0,0,0,0,0,0,0,0,0,0,0.00,0,17.5
227,Munich Mule,Highball glass,0,0,0,0,0,0,0,1.7,0,0.677,0,0,0,0,0,0,0,3.39,0,0,0,0,0.00,0,5.767
228,Mocha-Berry,Irish coffee cup,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0.00,0,8
229,Mango Mojito,Jar,0,1,0,0,1,0,2,0,0,3,0.1,0,6.762,0,0,0,0,0,1,0,0,0,0.00,0,10.862
230,Mojito Extra,Collins glass,0,0,0,0,0,0,0,0,0.17,1.02,0,0,4.227,0,0,0,0,0,1,0,0,0,0.00,0,6.417
231,Monkey Gland,Cocktail glass,1,0,0,0,0,0,1,2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,2.667
232,Midnight Mint,Cocktail glass,1,0,0,0,0,0,1,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.00,0,3.25
233,Mary Pickford,Cocktail glass,1,0,0,0,0,0,1,0,0.083,1,0,0,1.5,0,0,0,0,0,0,0,0,0,0.17,0,2.75
234,Monkey Wrench,Old-fashioned glass,0,1,0,0,0,0,1,0,0,3,0,0,1.5,0,0,0,0,0,0,0,0,0,0.00,0,4.5
235,Mother's Milk,Shot glass,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.00,0,3
236,Negroni,Old-fashioned glass,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00,0,4
237,Nutty Irishman,Highball Glass,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00,0,3
238,National Aquarium,Collins Glass,1,0,0,0,0,0,1,0.5,0.5,0,0,0,0.5,0,0.5,0,0,2.125,0,0,0,0,0.00,0,4.125
239,New York Lemonade,Cocktail glass,0,1,0,0,0,0,1,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0.00,0,5
240,Nuked Hot Chocolate,Coffee mug,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0.00,0,12
241,Orgasm,Cocktail glass,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0.00,0,2.5
242,Old Pal,Nick and Nora Glass,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0.00,0,4
243,Orangeade,Highball glass,0,1,0,0,0,0,1,0,0,5.08,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,5.93
244,Orange Crush,Shot glass,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.00,0,3
245,Orange Oasis,Highball glass,1,1,0,0,0,0,2,1.5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,6.5
246,Old Fashioned,Old-fashioned glass,0,0,0,0,0,0,0,0,0.04,0,0.02,0,0,4.521,0,0,0,0,0,0,0,0,0.00,0,4.581
247,Oreo Mudslide,Collins Glass,0,0,0,1,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00,0,2
248,Oatmeal Cookie,Mason jar,0,0,0,0,0,0,0,0,5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.00,0,5.5
249,Orange Push-up,Hurricane glass,0,0,0,0,1,0,1,0,1.5,4,0,0,0,0,0,0,0,0.125,0,0,0,0,0.50,0,6.125
250,Orange Rosemary Collins,Highball glass,0,0,0,0,0,0,0,1.5,0,0,0.1,0,0,0,0,0,0,0,0,1,0,0,0.85,0,3.45
251,Owen's Grandmother's Revenge,Highball glass,0,0,0,0,1,0,1,0,0,0,0,0,0,12,0,0,12,12,0,0,0,0,0.00,0,36
252,Paradise,Cocktail glass,1,0,0,0,0,0,1,7,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0.00,0,14
253,Pink Gin,White wine glass,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,2
254,Pegu Club,Cocktail glass,1,0,0,0,0,0,1,1.5,0.77,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,3.02
255,Pink Lady,Cocktail glass,1,0,0,0,0,0,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167,0.17,0,1.834
256,Pink Moon,Whiskey Glass,1,0,0,0,0,0,1,1.5,1.5,1.01,0.845,0,0,0,0,0,0,0,0,0,0,0,0.00,0,4.855
257,Penicillin,Old-fashioned glass,1,0,1,0,1,0,3,0,0,0.75,0,0,0,0.25,0,0,0,0,0,0,0,0,0.32,0,1.32
258,Pisco Sour,Cocktail glass,1,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0.00,0,3
259,Pina Colada,Collins glass,0,0,0,0,1,0,1,0,0,1.5,0,0,3,0,0,0,0,0,0,0,1.5,0,0.00,0,6
260,Pink Penocha,Punch bowl,0,1,0,0,0,0,1,0,60,128,0,0,0,0,60,0,0,0,0,0,0,0,0.00,0,248
261,Pure Passion,Whiskey sour glass,0,1,0,0,0,0,1,0,0.7,1.01,0,0,1.352,0,0,0,0,0,1,0,0,0,0.51,0,4.569
262,Popped cherry,Highball glass,0,0,0,0,0,0,0,0,2,4,0,0,0,0,2,0,0,0,0,0,0,0,0.00,0,8
263,Poppy Cocktail,Cocktail glass,1,0,0,0,0,0,1,1.5,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,2.25
264,Port Wine Flip,Whiskey sour glass,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0.34,0.00,0,1.84
265,Planter's Punch,Collins glass,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.50,0,2.5
266,Pornstar Martini,Cocktail glass,1,0,0,0,0,0,1,0,1.01,1,0,0,0,0,1.01,1.5,0,0,0,0,0,0,0.00,0,4.52
267,Planter?�s Punch,Highball glass,1,0,0,0,0,0,1,0,0.1,1.75,0,0,1.521,0,0,0,0,0,0,0,0,0,1 cl,0,3.371
268,Port And Starboard,Pousse cafe glass,0,0,1,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0.838
269,Pysch Vitamin Light,Collins Glass,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,1
270,Pink Panty Pulldowns,Collins Glass,1,0,0,0,0,0,1,0,0,0,0,0,0,0,16,0,0,16,0,0,0,0,0.00,0,32
271,Passion Fruit Martini,Cocktail glass,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0.50,0,2
272,Pineapple Gingerale Smoothie,Highball Glass,0,0,0,0,1,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0.5
273,Quentin,Cocktail glass,1,0,0,0,0,0,1,0,0.5,0,0,0,1.5,0,0,0,0,0,0,0,0,1,0.00,0,3
274,Queen Bee,Cocktail glass,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1.5,0.5,0,0,0,0,0,0,0.00,0,3
275,Quick F**K,Shot glass,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,1
276,Quick-sand,Highball glass,0,0,0,0,0,0,0,0,0.845,8.45,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,9.295
277,Queen Charlotte,Collins glass,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.00,0,3
278,Queen Elizabeth,Cocktail glass,0,1,0,0,0,0,1,1.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.00,0,2
279,Quarter Deck Cocktail,Cocktail glass,0,1,0,0,0,0,1,0,0,0.5,0,0,1.5,0,0,0.334,0,0,0,0,0,0,0.00,0,2.334
280,Rose,Cocktail glass,1,0,0,0,0,0,1,1,0,0.25,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.17,0,2.417
281,Radler,Highball glass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0.00,0,24
282,Rum Sour,Whiskey sour glass,1,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0.00,0,4
283,Rum Punch,Punch bowl,0,0,0,0,0,0,0,0,0,12,0,0,10,0,0,0,0,16,0,0,0,0,0.00,0,38
284,Rum Toddy,Old-fashioned glass,0,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0.00,0,3
285,Royal Fizz,Collins glass,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,1
286,Rum Cooler,Collins glass,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,4,0,0,0,0,0.00,0,7
287,Rum Runner,Cocktail glass,0,0,0,0,0,0,0,0,0,3.5,0,1,1.5,0,0,0,0,0,0,0,0,0,0.00,0,6
288,Rusty Nail,Old-fashioned glass,0,1,0,0,0,0,1,0,0.5,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0.00,0,2
289,Red Snapper,Old-fashioned glass,1,0,0,0,0,0,1,0,3,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,4.5
290,Royal Bitch,Shot glass,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,1
291,Royal Flush,Old-fashioned glass,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,3
292,Rum Cobbler,Old-fashioned glass,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0.00,0,3
293,Ruby Tuesday,Highball glass,0,1,0,0,0,0,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,7.25
294,Rail Splitter,Highball glass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0.334
295,Rosemary Blue,Balloon Glass,0,0,0,0,0,0,0,1.7,0.5,0,0,0,0,0,0,0,0,3.39,0,1,0,0,0.00,0,6.59
296,Ramos Gin Fizz,Highball glass,1,0,0,0,0,0,1,1.52,0,1.01,0.676,0,0,0,0,0,0,0,0,0,0,2.028,1.01,0,6.244
297,Royal Gin Fizz,Highball glass,1,1,0,0,0,0,2,2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,2.5
298,Rum Milk Punch,Collins glass,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0.00,0,10
299,Raspberry Julep,Cordial glass,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0.50,0,3.5
300,Rum Screwdriver,Highball glass,0,1,0,0,0,0,1,0,0,5,0,0,1.5,0,0,0,0,0,0,0,0,0,0.00,0,6.5
301,Raspberry Cooler,Highball glass,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0.00,0,6
302,Rum Old-fashioned,Old-fashioned glass,0,1,1,0,0,0,2,0,0,0.1,0.167,0,1.67,0,0,0,0,0,0,0,0,0,0.00,0,1.937
303,Russian Spring Punch,Highball glass,0,0,0,0,0,0,0,0,0.507,0.845,0,0,0,0,0.85,0,0,0,0,0,0,0,3..9,0,2.202
304,Smut,Beer mug,0,0,0,0,0,0,0,0,1.5,0.334,0,0,0,0,0,0.334,0,0.334,0,0,0,0,0.00,0,2.502
305,Spritz,Old-Fashioned glass,0,0,0,0,0,1,1,0,1.352,0,0.1,0,0,0,0,2.02,0,0,0,0,0,0,0.00,0,3.472
306,Sangria,Pitcher,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0.00,0,18
307,Sazerac,Old-fashioned glass,0,1,0,0,0,0,1,0,0.05,0,0.167,0,0,2,0,0.167,0,0,0,0,0,0,0.00,0,2.384
308,Sidecar,Cocktail glass,1,0,0,0,0,0,1,0,0.5,1,0,2,0,0,0,0,0,0,0,0,0,0,0.00,0,3.5
309,Spice 75,Wine Glass,1,0,0,0,0,0,1,0,0,3.05,0,0,6.763,0,0,2.028,0,0,0,0,0,0,0.00,0,11.841
310,Shot-gun,Shot glass,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.00,0,2
311,Salty Dog,Highball glass,0,1,0,0,0,0,1,1.5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.00,1,7.5
312,Stone Sour,Whiskey sour glass,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.00,0,3
313,Sea breeze,Highball glass,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1.5,0,0,0,0,0,0,0,0.00,0,2.5
314,Scotch Sour,Whiskey sour glass,1,0,0,0,0,0,1,0,0,0.5,0,0,0,1.5,0,0,0,0,0,0,0,0,0.00,0,2
315,Sweet Tooth,Highball Glass,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,3
316,Screwdriver,Highball glass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.00,0,2
317,Sherry Flip,Nick and Nora Glass,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0.33,0.00,0,1.83
318,Shark Attack,Pitcher,0,0,0,0,0,0,0,0,0,0,30,0,0,0,12,0,0,16,0,0,0,0,0.00,0,58
319,San Francisco,Highball glass,0,0,0,0,0,0,0,0,0.676,0,0,0,0,0,0.676,0,0,0,0,0,0,0,0.00,0,1.352
320,Space Odyssey,Highball glass,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0.00,0,1.5
321,Sherry Eggnog,Collins glass,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.00,0,2
322,Sweet Bananas,Highball Glass,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0.00,0,16
323,Sweet Sangria,Pitcher,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,20,0,0,0,0,0,0,0.00,0,36
324,Thriller,Cocktail glass,1,0,0,0,0,0,1,0,0,1,0,0,0,1.5,0,1,0,0,0,0,0,0,0.00,0,3.5
325,The Galah,Collins glass,0,0,0,0,0,0,0,0,0.75,0.1,0,0,1.5,0,0,0,0,0,0,0,0,0,0.00,0,2.35
326,Tia-Maria,Collins Glass,0,0,0,0,0,0,0,0,0,0,8.667,0,8,0,0,0,0,0,0,0,0,0,0.00,0,16.667
327,Tipperary,Nick and Nora Glass,0,1,0,0,0,0,1,0,0.5,0,0,0,0,2,0,1,0,0,0,0,0,0,0.00,0,3.5
328,Turkeyball,Shot glass,1,0,0,0,0,0,1,0,0.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0.00,0,2.75
329,Texas Sling,Wine Glass,0,0,0,0,1,0,1,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,1,0.00,0,2
330,Thai Coffee,Highball glass,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.00,0,3
331,Tom Collins,Collins glass,1,1,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,4
332,Tomato Tang,Highball glass,0,0,0,0,1,0,1,0,0,0.75,0,0,0,0,0,0,0,32,0,0,0,0,0.00,0,32.75
333,Talos Coffee,Brandy snifter,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00,0,4
334,Tennesee Mud,Coffee Mug,0,0,0,0,0,0,0,0,4,0,8,0,0,4,0,0,0,0,0,0,0,0,0.00,0,16
335,Thai Iced Tea,Highball glass,0,1,0,0,1,0,2,0,0,0,6,0,0,0,0,0,0,0,1,0,0.35,0,0.00,0,7.35
336,The Last Word,Cocktail glass,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,3
337,Turf Cocktail,Cocktail glass,0,1,0,0,0,0,1,1,0,0.1,0,0,0,0,0,1,0,0,0,0,0,0,0.00,0,2.1
338,The Laverstoke,Balloon Glass,0,1,0,0,0,0,1,1.7,0,1,0.5,0,0,0,0,0.5,0,2.536,1,0,0,0,0.00,0,7.236
339,The Philosopher,Margarita glass,1,0,0,0,0,0,1,1.5,1.02,0.2,0,0,0,0,0,0.1,0,0,0,0,0,0,0.00,0,2.82
340,Tuxedo Cocktail,Cocktail glass,0,1,0,0,0,0,1,1.5,0.07,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0.00,0,3.07
341,The Jimmy Conway,Whiskey sour glass,0,0,0,0,0,0,0,0,1.7,4,0,0,0,1.7,0,0,0,0,0,0,0,0,0.00,0,7.4
342,Texas Rattlesnake,Highball glass,1,0,0,0,0,0,1,0,1.5,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0.00,0,1.625
343,Vesper,Cocktail glass,1,0,0,0,0,0,1,2.02,0,0,0,0,0,0,0.507,0.254,0,0,0,0,0,0,0.00,0,2.781
344,Vesuvio,Old-fashioned glass,1,0,0,0,0,0,1,0,0,0.5,0,0,1,0,0,0.5,0,0,0,0,0,0,0.00,0,2
345,Veteran,Old-fashioned glass,0,1,0,0,0,0,1,0,0.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0.00,0,2.5
346,Van Vleet,Old-fashioned glass,1,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1.00,0,5
347,Vodka Fizz,White wine glass,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0.00,0,4
348,Vodka Lemon,Highball glass,0,0,0,0,0,0,0,0,0,2.367,0,0,0,0,1.7,0,0,0,0,0,0,0,0.00,0,4.067
349,Vodka Slime,Highball glass,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,2.25,0,0,8,0,0,0,0,0.00,0,11
350,Vodka Tonic,Highball glass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.352,0,0,3.381,0,0,0,0,0.00,0,4.733
351,Vodka Martini,Cocktail glass,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,0.75,0,0,0,0,0,0,0.00,0,2.25
352,Vodka Russian,Collins Glass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.00,0,2
353,Vermouth Cassis,Highball glass,0,1,0,0,0,0,1,0,0.75,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0.00,0,2.25
354,Victory Collins,Collins glass,1,0,0,0,0,0,1,0,0,3,0,0,0,0,1.5,0,0,0,0,0,0,0,0.00,0,4.5
355,Vodka And Tonic,Highball glass,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.00,0,2
356,Valencia Cocktail,Cocktail glass,1,0,0,0,0,0,1,0,0.4,1.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0.00,0,3.4
357,Whisky Mac,Collins Glass,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,1,0,0,0,0,0,0,0.00,0,2.5
358,White Lady,Cocktail glass,1,0,0,0,0,0,1,1.352,1.01,0.676,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,3.038
359,Wine Punch,Collins Glass,0,0,0,0,0,0,0,0,0,2.672,0,0,0,0,0,10,0,0,0,0,0,0,0.00,0,12.672
360,Wine Cooler,Collins Glass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0.00,0,7
361,Whiskey Sour,Old-fashioned glass,1,0,0,0,0,0,1,0,0,0.5,0,0,0,2,0,0,0,0,0,0,0,0,0.00,0,2.5
362,White Russian,Old-fashioned glass,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0.00,0,3
363,White Wine Sangria,Pitcher,0,0,0,0,0,0,0,0,0,8,0.1,4.5,0,0,0,25,0,0,0,0,0,0,0.00,0,37.6
364,Waikiki Beachcomber,Cocktail glass,1,0,0,0,0,0,1,0.75,0.75,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,2
365,Yellow Bird,Cocktail glass,1,0,0,0,0,0,1,0,0.508,0.507,0,0,1.014,0,0,0,0,0,0,0,0,0,0.00,0,2.029
366,Yoghurt Cooler,Highball Glass,0,0,0,0,1,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0.00,0,16
367,Zorro,Coffee Mug,0,0,0,0,0,0,0,0,1.352,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,1.352
368,Zinger,Highball glass,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0.00,0,12
369,Zombie,Hurricane glass,0,1,0,0,1,0,2,0,1.9,0.167,0,0,1,0,0,0,0,0,0,0,0,0,0.17,0,3.234
370,Zambeer,Collins Glass,0,1,0,0,0,0,1,0,1.5,0,0,0,0,0,0,0,0,10,0,0,0,0,0.00,0,11.5
371,Zorbatini,Cocktail glass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.25,0,0,0,0,0,0,0.00,0,1.5
